symbol,GeneID_dog,name_dog,GeneID_human,name_human
RPS10,474877.0,ribosomal protein S10,6204,ribosomal protein S10
SNRPC,608109.0,small nuclear ribonucleoprotein polypeptide C,6631,small nuclear ribonucleoprotein polypeptide C
PPARD,481756.0,peroxisome proliferator activated receptor delta,5467,peroxisome proliferator activated receptor delta
RPL10A,474884.0,ribosomal protein L10a,4736,ribosomal protein L10a
CLPS,403970.0,colipase,1208,colipase
MAPK14,403856.0,mitogen-activated protein kinase 14,1432,mitogen-activated protein kinase 14
PNPLA1,481763.0,patatin like phospholipase domain containing 1,285848,patatin like phospholipase domain containing 1
PIM1,481772.0,"Pim-1 proto-oncogene, serine/threonine kinase",5292,"Pim-1 proto-oncogene, serine/threonine kinase"
TREM1,608994.0,triggering receptor expressed on myeloid cells 1,54210,triggering receptor expressed on myeloid cells 1
PRPH2,403972.0,peripherin 2,5961,peripherin 2
VEGFA,403802.0,vascular endothelial growth factor A,7422,vascular endothelial growth factor A
SLC29A1,442966.0,solute carrier family 29 member 1 (Augustine blood group),2030,solute carrier family 29 member 1 (Augustine blood group)
SLC35B2,481819.0,solute carrier family 35 member B2,347734,solute carrier family 35 member B2
SLC25A27,609887.0,solute carrier family 25 member 27,9481,solute carrier family 25 member 27
PLA2G7,403848.0,phospholipase A2 group VII,7941,phospholipase A2 group VII
PPIAP3,609977.0,peptidylprolyl isomerase (cyclophilin A) pseudogene 3,170539,peptidylprolyl isomerase A pseudogene 3
RHAG,481833.0,Rh-associated glycoprotein,6005,Rh associated glycoprotein
DEFB112,100685925.0,defensin beta 112,245915,defensin beta 112
TFAP2B,403463.0,transcription factor AP-2 beta,7021,transcription factor AP-2 beta
MIR206,100885878.0,microRNA 206,406989,microRNA 206
IL17A,481837.0,interleukin 17A,3605,interleukin 17A
GSTA4,474939.0,glutathione S-transferase alpha 4,2941,glutathione S-transferase alpha 4
FBXO9,474940.0,F-box protein 9,26268,F-box protein 9
HCRTR2,399545.0,hypocretin receptor 2,3062,hypocretin receptor 2
LGSN,481862.0,"lengsin, lens protein with glutamine synthetase domain",51557,"lengsin, lens protein with glutamine synthetase domain"
SMAP1,100049004.0,small ArfGAP 1,60682,small ArfGAP 1
B3GAT2,481875.0,"beta-1,3-glucuronyltransferase 2",135152,"beta-1,3-glucuronyltransferase 2"
MIR30A,100885877.0,microRNA 30a,407029,microRNA 30a
OOEP,474966.0,oocyte expressed protein,441161,oocyte expressed protein
EEF1A1,403506.0,eukaryotic translation elongation factor 1 alpha 1,1915,eukaryotic translation elongation factor 1 alpha 1
HTR1B,403741.0,5-hydroxytryptamine receptor 1B,3351,5-hydroxytryptamine receptor 1B
RPL37,100856657.0,60S ribosomal protein L37,6167,ribosomal protein L37
SNAP91,403452.0,synaptosome associated protein 91,9892,synaptosome associated protein 91
CGA,403483.0,"glycoprotein hormones, alpha polypeptide",1081,"glycoprotein hormones, alpha polypeptide"
SLC35A1,403594.0,solute carrier family 35 member A1,10559,solute carrier family 35 member A1
MAP3K7,474996.0,mitogen-activated protein kinase kinase kinase 7,6885,mitogen-activated protein kinase kinase kinase 7
FUT9,449027.0,fucosyltransferase 9,10690,fucosyltransferase 9
MCHR2,403562.0,melanin concentrating hormone receptor 2,84539,melanin concentrating hormone receptor 2
FIG4,475023.0,FIG4 phosphoinositide 5-phosphatase,9896,FIG4 phosphoinositide 5-phosphatase
MIR599,100886027.0,microRNA 599,693184,microRNA 599
MIR875,100886167.0,microRNA 875,100126309,microRNA 875
AZIN1,475058.0,antizyme inhibitor 1,51582,antizyme inhibitor 1
FZD6,403610.0,frizzled class receptor 6,8323,frizzled class receptor 6
ZFPM2,481997.0,"zinc finger protein, FOG family member 2",23414,"zinc finger protein, FOG family member 2"
ANGPT1,403656.0,angiopoietin 1,284,angiopoietin 1
EBAG9,403500.0,"estrogen receptor binding site associated, antigen, 9",9166,estrogen receptor binding site associated antigen 9
ANXA13,403935.0,annexin A13,312,annexin A13
TRIB1,482039.0,tribbles pseudokinase 1,10221,tribbles pseudokinase 1
MYC,403924.0,"MYC proto-oncogene, bHLH transcription factor",4609,"MYC proto-oncogene, bHLH transcription factor"
TG,482047.0,thyroglobulin,7038,thyroglobulin
NDRG1,482049.0,N-myc downstream regulated 1,10397,N-myc downstream regulated 1
MIR30B,100886171.0,microRNA 30b,407030,microRNA 30b
MIR30D,100885883.0,microRNA 30d,407033,microRNA 30d
FAM83H,482081.0,family with sequence similarity 83 member H,286077,family with sequence similarity 83 member H
FAM83H,482081.0,family with sequence similarity 83 member H,286077,family with sequence similarity 83 member H
CNGA1,403891.0,cyclic nucleotide gated channel alpha 1,1259,cyclic nucleotide gated channel subunit alpha 1
KIT,403811.0,KIT proto-oncogene receptor tyrosine kinase,3815,"KIT proto-oncogene, receptor tyrosine kinase"
KDR,482154.0,kinase insert domain receptor,3791,kinase insert domain receptor
SRP72,403944.0,signal recognition particle 72,6731,signal recognition particle 72
GNRHR,403718.0,gonadotropin releasing hormone receptor,2798,gonadotropin releasing hormone receptor
SULT1B1,403636.0,sulfotransferase family 1B member 1,27284,sulfotransferase family 1B member 1
CSN2,403644.0,casein beta,1447,casein beta
CSN2,403644.0,casein beta,1447,casein beta
ODAM,611755.0,"odontogenic, ameloblast associated",54959,"odontogenic, ameloblast associated"
ALB,403550.0,albumin,213,albumin
AFP,403551.0,alpha fetoprotein,174,alpha fetoprotein
CXCL8,403850.0,C-X-C motif chemokine ligand 8,3576,C-X-C motif chemokine ligand 8
PPBP,482196.0,pro-platelet basic protein (chemokine (C-X-C motif) ligand 7),5473,pro-platelet basic protein
ARF1,100856517.0,ADP-ribosylation factor 1,375,ADP ribosylation factor 1
AKR1B1,607537.0,aldo-keto reductase family 1 member B,231,aldo-keto reductase family 1 member B
SLC35B4,482249.0,solute carrier family 35 member B4,84912,solute carrier family 35 member B4
PODXL,482252.0,podocalyxin like,5420,podocalyxin like
MIR29A,100885888.0,microRNA 29a,407021,microRNA 29a
MIR335,100886117.0,microRNA 335,442904,microRNA 335
MIR183,100885886.0,microRNA 183,406959,microRNA 183
MIR96,100885994.0,microRNA 96,407053,microRNA 96
MIR182,100886178.0,microRNA 182,406958,microRNA 182
LEP,403616.0,leptin,3952,leptin
MIR129-1,100886044.0,microRNA 129-1,406917,microRNA 129-1
MIR592,100886026.0,microRNA 592,693177,microRNA 592
ABCB1,403879.0,ATP binding cassette subfamily B member 1,5243,ATP binding cassette subfamily B member 1
CALCR,482306.0,calcitonin receptor,799,calcitonin receptor
MIR653,100886101.0,microRNA 653,724023,microRNA 653
MIR489,100886188.0,microRNA 489,574442,microRNA 489
GNGT1,403895.0,G protein subunit gamma transducin 1,2792,G protein subunit gamma transducin 1
COL1A2,403824.0,collagen type I alpha 2 chain,1278,collagen type I alpha 2 chain
PEG10,482307.0,paternally expressed 10,23089,paternally expressed 10
PON2,403855.0,paraoxonase 2,5445,paraoxonase 2
IL6,403985.0,interleukin 6,3569,interleukin 6
CYCS,475258.0,"cytochrome c, somatic",54205,"cytochrome c, somatic"
NPVF,100682920.0,neuropeptide VF precursor,64111,neuropeptide VF precursor
MIR148A,100885887.0,microRNA 148a,406940,microRNA 148a
MIR196B,100885885.0,microRNA 196b,442920,microRNA 196b
HOXA10,482373.0,homeobox A10,3206,homeobox A10
PLEKHA8,482381.0,pleckstrin homology domain containing A8,84725,pleckstrin homology domain containing A8
AQP1,403732.0,aquaporin 1 (Colton blood group),358,aquaporin 1 (Colton blood group)
TES,475293.0,testin LIM domain protein,26136,testin LIM domain protein
CAV2,475294.0,caveolin 2,858,caveolin 2
CAV1,403980.0,caveolin 1,857,caveolin 1
MET,403438.0,"MET proto-oncogene, receptor tyrosine kinase",4233,"MET proto-oncogene, receptor tyrosine kinase"
CAPZA2,503863.0,capping actin protein of muscle Z-line alpha subunit 2,830,capping actin protein of muscle Z-line subunit alpha 2
CFTR,492302.0,cystic fibrosis transmembrane conductance regulator,1080,CF transmembrane conductance regulator
SLC2A1,482437.0,solute carrier family 2 member 1,6513,solute carrier family 2 member 1
GUCA2A,482446.0,guanylate cyclase activator 2A,2980,guanylate cyclase activator 2A
EDN2,403508.0,endothelin 2,1907,endothelin 2
MIR30E,100885889.0,microRNA 30e,407034,microRNA 30e
COL9A2,607609.0,collagen type IX alpha 2 chain,1298,collagen type IX alpha 2 chain
PPT1,475316.0,palmitoyl-protein thioesterase 1,5538,palmitoyl-protein thioesterase 1
MYCBP,475323.0,MYC binding protein,26292,MYC binding protein
RSPO1,608179.0,R-spondin 1,284654,R-spondin 1
SMIM12,100682960.0,small integral membrane protein 12,113444,small integral membrane protein 12
MIR761,100886036.0,microRNA 761,100313892,microRNA 761
CYP4X1,482505.0,"cytochrome P450, family 4, subfamily X, polypeptide 1",260293,cytochrome P450 family 4 subfamily X member 1
CYP4A11,610385.0,"cytochrome P450, family 4, subfamily A, polypeptide 11",1579,cytochrome P450 family 4 subfamily A member 11
AKR1A1,610537.0,aldo-keto reductase family 1 member A1,10327,aldo-keto reductase family 1 member A1
PRDX1,475375.0,peroxiredoxin 1,5052,peroxiredoxin 1
APEX1,482558.0,apurinic/apyrimidinic endodeoxyribonuclease 1,328,apurinic/apyrimidinic endodeoxyribonuclease 1
APEX1,482558.0,apurinic/apyrimidinic endodeoxyribonuclease 1,328,apurinic/apyrimidinic endodeoxyribonuclease 1
RNASE4,611048.0,"ribonuclease, RNase A family, 4",6038,ribonuclease A family member 4
RPGRIP1,475400.0,RPGR interacting protein 1,57096,RPGR interacting protein 1
NTS,611687.0,neurotensin,4922,neurotensin
KITLG,403507.0,KIT ligand,4254,KIT ligand
ATP2B1,403480.0,ATPase plasma membrane Ca2+ transporting 1,490,ATPase plasma membrane Ca2+ transporting 1
DCN,403904.0,decorin,1634,decorin
MIR331,100886189.0,microRNA 331,442903,microRNA 331
PMCH,449022.0,pro-melanin concentrating hormone,5367,pro-melanin concentrating hormone
IGF1,610255.0,insulin like growth factor 1,3479,insulin like growth factor 1
HSP90B1,404019.0,heat shock protein 90 beta family member 1,7184,heat shock protein 90 beta family member 1
GYPA,100126181.0,glycophorin A (MNS blood group),2993,glycophorin A (MNS blood group)
EDNRA,450187.0,endothelin receptor type A,1909,endothelin receptor type A
TLR2,448807.0,toll like receptor 2,7097,toll like receptor 2
SFRP2,475471.0,secreted frizzled-related protein 2,6423,secreted frizzled related protein 2
ETFDH,475480.0,electron transfer flavoprotein dehydrogenase,2110,electron transfer flavoprotein dehydrogenase
NPY1R,399518.0,neuropeptide Y receptor Y1,4886,neuropeptide Y receptor Y1
NPY5R,403712.0,neuropeptide Y receptor Y5,4889,neuropeptide Y receptor Y5
MSMO1,475491.0,methylsterol monooxygenase 1,6307,methylsterol monooxygenase 1
TAS2R41,482734.0,"taste receptor, type 2, member 41",259287,taste 2 receptor member 41
TAS2R41,482734.0,"taste receptor, type 2, member 41",259287,taste 2 receptor member 41
CLCN1,403723.0,chloride voltage-gated channel 1,1180,chloride voltage-gated channel 1
CASP2,482737.0,"caspase 2, apoptosis-related cysteine peptidase",835,caspase 2
TAS2R40,608842.0,taste 2 receptor member 40,259286,taste 2 receptor member 40
TAS2R39,100271735.0,taste 2 receptor member 39,259285,taste 2 receptor member 39
TAS2R38,100271737.0,taste 2 receptor member 38,5726,taste 2 receptor member 38
TAS2R5,100271743.0,taste 2 receptor member 5,54429,taste 2 receptor member 5
TAS2R3,100271736.0,taste 2 receptor member 3,50831,taste 2 receptor member 3
SSBP1,475524.0,single stranded DNA binding protein 1,6742,single stranded DNA binding protein 1
SSBP1,475524.0,single stranded DNA binding protein 1,6742,single stranded DNA binding protein 1
HIPK2,482772.0,homeodomain interacting protein kinase 2,28996,homeodomain interacting protein kinase 2
LUC7L2,475529.0,LUC7-like 2 (S. cerevisiae),51631,"LUC7 like 2, pre-mRNA splicing factor"
FMC1,100174968.0,formation of mitochondrial complex V assembly factor 1 homolog,154791,formation of mitochondrial complex V assembly factor 1 homolog
MIR490,100886003.0,microRNA 490,574443,microRNA 490
MTPN,403487.0,myotrophin,136319,myotrophin
KCNH2,403761.0,potassium voltage-gated channel subfamily H member 2,3757,potassium voltage-gated channel subfamily H member 2
NOS3,403784.0,nitric oxide synthase 3,4846,nitric oxide synthase 3
FASTK,482802.0,Fas activated serine/threonine kinase,10922,Fas activated serine/threonine kinase
MIR671,100886166.0,microRNA 671,768213,microRNA 671
PPIAP6,606861.0,peptidylprolyl isomerase (cyclophilin A) pseudogene 6,319128,peptidylprolyl isomerase A pseudogene 6
VDAC3,606963.0,voltage dependent anion channel 3,7419,voltage dependent anion channel 3
AP3M2,482841.0,adaptor related protein complex 3 mu 2 subunit,10947,adaptor related protein complex 3 subunit mu 2
ADAM9,475579.0,ADAM metallopeptidase domain 9,8754,ADAM metallopeptidase domain 9
ADAM9,475579.0,ADAM metallopeptidase domain 9,8754,ADAM metallopeptidase domain 9
STAR,475588.0,steroidogenic acute regulatory protein,6770,steroidogenic acute regulatory protein
ADRB3,442979.0,adrenoceptor beta 3,155,adrenoceptor beta 3
FUT10,503548.0,fucosyltransferase 10,84750,fucosyltransferase 10
MBOAT4,100529112.0,membrane bound O-acyltransferase domain containing 4,619373,membrane bound O-acyltransferase domain containing 4
LEPROTL1,475601.0,leptin receptor overlapping transcript like 1,23484,leptin receptor overlapping transcript like 1
DLC1,475607.0,DLC1 Rho GTPase activating protein,10395,DLC1 Rho GTPase activating protein
DLC1,475607.0,DLC1 Rho GTPase activating protein,10395,DLC1 Rho GTPase activating protein
MIR383,100886118.0,microRNA 383,494332,microRNA 383
F11,475623.0,coagulation factor XI,2160,coagulation factor XI
KLKB1,475624.0,kallikrein B1,3818,kallikrein B1
CASP3,403567.0,caspase 3,836,caspase 3
RWDD4,403525.0,RWD domain containing 4,201965,RWD domain containing 4
SPCS3,404005.0,signal peptidase complex subunit 3,60559,signal peptidase complex subunit 3
MCPH1,442960.0,microcephalin 1,79648,microcephalin 1
MCPH1,442960.0,microcephalin 1,79648,microcephalin 1
MCPH1,442960.0,microcephalin 1,79648,microcephalin 1
ANGPT2,607616.0,angiopoietin 2,285,angiopoietin 2
DEFB1,611241.0,defensin beta 1,1672,defensin beta 1
DEFB1,611241.0,defensin beta 1,1672,defensin beta 1
DEFB4A,100135059.0,"defensin, beta 4A",1673,defensin beta 4A
DEFB4A,100135059.0,"defensin, beta 4A",1673,defensin beta 4A
SPAG11B,100329110.0,sperm associated antigen 11B,10407,sperm associated antigen 11B
SPAG11B,100329110.0,sperm associated antigen 11B,10407,sperm associated antigen 11B
SPAG11B,100329110.0,sperm associated antigen 11B,10407,sperm associated antigen 11B
DEFB105A,100306932.0,"defensin, beta 105A",245908,defensin beta 105A
DEFB105A,100306932.0,"defensin, beta 105A",245908,defensin beta 105A
TPO,403521.0,thyroid peroxidase,7173,thyroid peroxidase
TPO,403521.0,thyroid peroxidase,7173,thyroid peroxidase
RNASEH1,475648.0,ribonuclease H1,246243,ribonuclease H1
ADAM17,475662.0,ADAM metallopeptidase domain 17,6868,ADAM metallopeptidase domain 17
TRIB2,403884.0,tribbles pseudokinase 2,28951,tribbles pseudokinase 2
RHOB,403670.0,ras homolog family member B,388,ras homolog family member B
MIR1301,104794983.0,microRNA 1301,100302246,microRNA 1301
RAB10,403958.0,"RAB10, member RAS oncogene family",10890,"RAB10, member RAS oncogene family"
SELENOI,100302747.0,selenoprotein I,85465,selenoprotein I
KHK,100170647.0,ketohexokinase,3795,ketohexokinase
GCKR,475705.0,glucokinase regulator,2646,glucokinase regulator
MRPL33,611180.0,mitochondrial ribosomal protein L33,9553,mitochondrial ribosomal protein L33
PPP1CB,403558.0,protein phosphatase 1 catalytic subunit beta,5500,protein phosphatase 1 catalytic subunit beta
SRD5A2,403715.0,steroid 5 alpha-reductase 2,6716,steroid 5 alpha-reductase 2
EIF2AK2,611397.0,eukaryotic translation initiation factor 2 alpha kinase 2,5610,eukaryotic translation initiation factor 2 alpha kinase 2
CYP1B1,483038.0,"cytochrome P450, family 1, subfamily B, polypeptide 1",1545,cytochrome P450 family 1 subfamily B member 1
CDKL4,608890.0,cyclin dependent kinase like 4,344387,cyclin dependent kinase like 4
SLC8A1,475738.0,solute carrier family 8 member A1,6546,solute carrier family 8 member A1
MAL,403933.0,"mal, T-cell differentiation protein",4118,"mal, T cell differentiation protein"
NPHP1,403780.0,nephrocystin 1,4867,nephrocystin 1
IL1A,403782.0,interleukin 1 alpha,3552,interleukin 1 alpha
IL1B,403974.0,interleukin 1 beta,3553,interleukin 1 beta
IL1RN,403660.0,interleukin 1 receptor antagonist,3557,interleukin 1 receptor antagonist
PAX8,403927.0,paired box 8,7849,paired box 8
FOXI3,483075.0,forkhead box I3,344167,forkhead box I3
FABP1,403619.0,fatty acid binding protein 1,2168,fatty acid binding protein 1
CD8A,403157.0,CD8a molecule,925,CD8 subunit alpha
MAT2A,475770.0,methionine adenosyltransferase 2A,4144,methionine adenosyltransferase 2A
REG3A,403411.0,regenerating islet-derived 3 alpha,5068,regenerating family member 3 alpha
TACR1,403815.0,tachykinin receptor 1,6869,tachykinin receptor 1
HTRA2,475782.0,HtrA serine peptidase 2,27429,HtrA serine peptidase 2
NRAS,403872.0,"NRAS proto-oncogene, GTPase",4893,"NRAS proto-oncogene, GTPase"
TSHB,403973.0,thyroid stimulating hormone beta,7252,thyroid stimulating hormone subunit beta
NGF,403402.0,nerve growth factor,4803,nerve growth factor
CASQ2,483134.0,calsequestrin 2,845,calsequestrin 2
ATP1A1,403992.0,ATPase Na+/K+ transporting subunit alpha 1,476,ATPase Na+/K+ transporting subunit alpha 1
HSD3B2,483146.0,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",3284,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
GJA5,483155.0,gap junction protein alpha 5,2702,gap junction protein alpha 5
FCGR1A,403462.0,"Fc fragment of IgG, high affinity Ia, receptor (CD64)",2209,Fc gamma receptor Ia
MCL1,403537.0,"MCL1, BCL2 family apoptosis regulator",4170,"MCL1 apoptosis regulator, BCL2 family member"
CTSS,403400.0,cathepsin S,1520,cathepsin S
CTSK,608843.0,cathepsin K,1513,cathepsin K
CDC42SE1,608900.0,CDC42 small effector 1,56882,CDC42 small effector 1
PIP5K1A,475846.0,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,8394,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
PSMD4,100192385.0,"proteasome 26S subunit, non-ATPase 4",5710,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
CGN,483198.0,cingulin,57530,cingulin
RIIAD1,100294631.0,regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1,284485,regulatory subunit of type II PKA R-subunit domain containing 1
OAZ3,475850.0,ornithine decarboxylase antizyme 3,51686,ornithine decarboxylase antizyme 3
SMCP,595144.0,sperm mitochondria associated cysteine rich protein,4184,sperm mitochondria associated cysteine rich protein
ADORA3,403805.0,adenosine A3 receptor,140,adenosine A3 receptor
SEC61G,404017.0,Sec61 translocon gamma subunit,23480,SEC61 translocon subunit gamma
DLD,403978.0,dihydrolipoamide dehydrogenase,1738,dihydrolipoamide dehydrogenase
CD36,475931.0,CD36 molecule,948,CD36 molecule (CD36 blood group)
HGF,403441.0,hepatocyte growth factor,3082,hepatocyte growth factor
HRAS,403735.0,"HRas proto-oncogene, GTPase",3265,"HRas proto-oncogene, GTPase"
HRAS,403735.0,"HRas proto-oncogene, GTPase",3265,"HRas proto-oncogene, GTPase"
MIR210,100886151.0,microRNA 210,406992,microRNA 210
MIR210,100886151.0,microRNA 210,406992,microRNA 210
MIR129-2,100886080.0,microRNA 129-2,406918,microRNA 129-2
SLC1A2,403750.0,solute carrier family 1 member 2,6506,solute carrier family 1 member 2
CD44,403939.0,CD44 molecule (Indian blood group),960,CD44 molecule (IN blood group)
MIR1343,104796452.0,microRNA 1343,100616437,microRNA 1343
CAT,403474.0,catalase,847,catalase
CAPRIN1,607420.0,cell cycle associated protein 1,4076,cell cycle associated protein 1
SELENOH,100303415.0,selenoprotein H,280636,selenoprotein H
ZDHHC5,483490.0,zinc finger DHHC-type containing 5,25921,zinc finger DHHC-type palmitoyltransferase 5
MIR130A,100885892.0,microRNA 130a,406919,microRNA 130a
OR4S2,483616.0,cOR4S3 olfactory receptor family 4 subfamily S-like,219431,olfactory receptor family 4 subfamily S member 2
MYBPC3,483624.0,"myosin binding protein C, cardiac",4607,myosin binding protein C3
ARHGAP1,483631.0,Rho GTPase activating protein 1,392,Rho GTPase activating protein 1
SLC35C1,403593.0,solute carrier family 35 member C1,55343,solute carrier family 35 member C1
CTSD,483662.0,cathepsin D,1509,cathepsin D
H19,100271858.0,"H19, imprinted maternally expressed transcript (non-protein coding)",283120,H19 imprinted maternally expressed transcript
H19,100271858.0,"H19, imprinted maternally expressed transcript (non-protein coding)",283120,H19 imprinted maternally expressed transcript
IGF2,483664.0,insulin-like growth factor 2 (somatomedin A),3481,insulin like growth factor 2
MIR483,100886017.0,microRNA 483,619552,microRNA 483
INS,483665.0,insulin,3630,insulin
TH,403444.0,tyrosine hydroxylase,7054,tyrosine hydroxylase
MRGPRG,483672.0,MAS related GPR family member G,386746,MAS related GPR family member G
CCND1,449028.0,cyclin D1,595,cyclin D1
MRGPRF,483684.0,MAS related GPR family member F,116535,MAS related GPR family member F
CPT1A,403583.0,carnitine palmitoyltransferase 1A,1374,carnitine palmitoyltransferase 1A
GAL,404001.0,galanin and GMAP prepropeptide,51083,galanin and GMAP prepropeptide
NDUFS8,610413.0,NADH:ubiquinone oxidoreductase core subunit S8,4728,NADH:ubiquinone oxidoreductase core subunit S8
GSTP1,476005.0,glutathione S-transferase pi 1,2950,glutathione S-transferase pi 1
PPP1CA,403609.0,protein phosphatase 1 catalytic subunit alpha,5499,protein phosphatase 1 catalytic subunit alpha
CCS,442988.0,copper chaperone for superoxide dismutase,9973,copper chaperone for superoxide dismutase
MIR192,100885893.0,microRNA 192,406967,microRNA 192
MEN1,483758.0,menin 1,4221,menin 1
SLC22A12,483761.0,solute carrier family 22 member 12,116085,solute carrier family 22 member 12
ESRRA,403169.0,estrogen related receptor alpha,2101,estrogen related receptor alpha
BAD,483763.0,BCL2 associated agonist of cell death,572,BCL2 associated agonist of cell death
COX8A,476040.0,cytochrome c oxidase subunit VIIIA (ubiquitous),1351,cytochrome c oxidase subunit 8A
RTN3,476043.0,reticulon 3,10313,reticulon 3
LGALS12,483773.0,galectin 12,85329,galectin 12
SLC3A2,483777.0,solute carrier family 3 member 2,6520,solute carrier family 3 member 2
BEST1,483791.0,bestrophin 1,7439,bestrophin 1
PTGDR2,483805.0,prostaglandin D2 receptor 2,11251,prostaglandin D2 receptor 2
IL15,403584.0,interleukin 15,3600,interleukin 15
UCP1,403574.0,uncoupling protein 1,7350,uncoupling protein 1
CLGN,476076.0,calmegin,1047,calmegin
SLC7A11,483821.0,solute carrier family 7 member 11,23657,solute carrier family 7 member 11
IL21,442935.0,interleukin 21,59067,interleukin 21
IL2,403989.0,interleukin 2,3558,interleukin 2
ANXA5,476094.0,annexin A5,308,annexin A5
PROC,476104.0,"protein C, inactivator of coagulation factors Va and VIIIa",5624,"protein C, inactivator of coagulation factors Va and VIIIa"
GYPC,609898.0,glycophorin C (Gerbich blood group),2995,glycophorin C (Gerbich blood group)
CNTNAP5,483874.0,contactin associated protein like 5,129684,contactin associated protein family member 5
TMEM185B,476112.0,transmembrane protein 185B,79134,transmembrane protein 185B
EPB41L5,403419.0,erythrocyte membrane protein band 4.1 like 5,57669,erythrocyte membrane protein band 4.1 like 5
DBI,476115.0,"diazepam binding inhibitor, acyl-CoA binding protein",1622,"diazepam binding inhibitor, acyl-CoA binding protein"
MIR128-1,100886046.0,microRNA 128-1,406915,microRNA 128-1
CXCR4,483900.0,C-X-C motif chemokine receptor 4,7852,C-X-C motif chemokine receptor 4
TXNRD3,484619.0,thioredoxin reductase 3,114112,thioredoxin reductase 3
SEC61A1,404006.0,Sec61 translocon alpha 1 subunit,29927,SEC61 translocon subunit alpha 1
RAB7A,404007.0,"RAB7A, member RAS oncogene family",7879,"RAB7A, member RAS oncogene family"
CNBP,476518.0,CCHC-type zinc finger nucleic acid binding protein,7555,CCHC-type zinc finger nucleic acid binding protein
ISY1,484629.0,ISY1 splicing factor homolog,57461,ISY1 splicing factor homolog
SLC6A6,404000.0,solute carrier family 6 member 6,6533,solute carrier family 6 member 6
PPIAP4,607390.0,peptidylprolyl isomerase (cyclophilin A) pseudogene 4,122552,peptidylprolyl isomerase A pseudogene 4
RHO,493763.0,rhodopsin,6010,rhodopsin
RPL32,607481.0,ribosomal protein L32,6161,ribosomal protein L32
PPARG,403606.0,peroxisome proliferator activated receptor gamma,5468,peroxisome proliferator activated receptor gamma
TIMP4,100688494.0,TIMP metallopeptidase inhibitor 4,7079,TIMP metallopeptidase inhibitor 4
TAMM41,476532.0,TAM41 mitochondrial translocator assembly and maintenance homolog,132001,TAM41 mitochondrial translocator assembly and maintenance homolog
TAMM41,476532.0,TAM41 mitochondrial translocator assembly and maintenance homolog,132001,TAM41 mitochondrial translocator assembly and maintenance homolog
MIR885,100886102.0,microRNA 885,100126334,microRNA 885
GHRL,403587.0,ghrelin and obestatin prepropeptide,51738,ghrelin and obestatin prepropeptide
VHL,494000.0,von Hippel-Lindau tumor suppressor,7428,von Hippel-Lindau tumor suppressor
THUMPD3,610222.0,THUMP domain containing 3,25917,THUMP domain containing 3
OXTR,484670.0,oxytocin receptor,5021,oxytocin receptor
CAV3,484671.0,caveolin 3,859,caveolin 3
SETMAR,476549.0,SET domain without mariner transposase fusion,6419,SET domain and mariner transposase fusion gene
MITF,415126.0,melanogenesis associated transcription factor,4286,melanocyte inducing transcription factor
EOGT,494221.0,EGF domain specific O-linked N-acetylglucosamine transferase,285203,EGF domain specific O-linked N-acetylglucosamine transferase
FHIT,100215999.0,fragile histidine triad,2272,fragile histidine triad diadenosine triphosphatase
CCDC66,476582.0,coiled-coil domain containing 66,285331,coiled-coil domain containing 66
WNT5A,484721.0,Wnt family member 5A,7474,Wnt family member 5A
SELENOK,476586.0,selenoprotein K,58515,selenoprotein K
PRKCD,494005.0,protein kinase C delta,5580,protein kinase C delta
MIRLET7G,100886120.0,microRNA let-7g,406890,microRNA let-7g
TLR9,403502.0,toll-like receptor 9,54106,toll like receptor 9
GNAI2,442957.0,G protein subunit alpha i2,2771,G protein subunit alpha i2
GNAT1,403613.0,G protein subunit alpha transducin 1,2779,G protein subunit alpha transducin 1
DAG1,476623.0,dystroglycan 1,1605,dystroglycan 1
NICN1,608810.0,nicolin 1,84276,"nicolin 1, tubulin polyglutamylase complex subunit"
AMT,484770.0,aminomethyltransferase,275,aminomethyltransferase
RHOA,403954.0,ras homolog family member A,387,ras homolog family member A
GPX1,442961.0,glutathione peroxidase 1,2876,glutathione peroxidase 1
MIR191,100885896.0,microRNA 191,406966,microRNA 191
MIR425,100886172.0,microRNA 425,494337,microRNA 425
COL7A1,403467.0,collagen type VII alpha 1 chain,1294,collagen type VII alpha 1 chain
CAMP,442947.0,cathelicidin antimicrobial peptide,820,cathelicidin antimicrobial peptide
CDC25A,484780.0,cell division cycle 25A,993,cell division cycle 25A
PTH1R,403779.0,parathyroid hormone 1 receptor,5745,parathyroid hormone 1 receptor
LTF,484787.0,lactotransferrin,4057,lactotransferrin
CCR5,484789.0,C-C motif chemokine receptor 5,1234,C-C motif chemokine receptor 5
CCR3,448802.0,C-C motif chemokine receptor 3,1232,C-C motif chemokine receptor 3
CCR1,484791.0,chemokine (C-C motif) receptor 1,1230,C-C motif chemokine receptor 1
CCR9,484793.0,C-C motif chemokine receptor 9,10803,C-C motif chemokine receptor 9
